district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario
Ahmednagar,Nashik,Year-Round,2021,83.8,39.0,22.5,56.2,5,19.7,0,0,Red,5.6,0.38,142.3,9.7,291.2,11.8,0.37,Grapes,1,furrow,HYV,106.4,4,Grapes,0.27,0.66,0.39,1,15,2,1,1,12522.9,1.0,Critical,pest_outbreak
Dhule,Nashik,Rabi,2021,119.1,31.3,13.0,35.5,13,13.4,0,5,Medium Black,7.2,0.68,215.2,27.9,254.6,22.4,0.76,Onion,-1,drip,Desi,124.0,1,Grapes,0.41,0.85,0.44,0,3,4,0,0,18072.6,0.051,Low,normal
Dhule,Nashik,Year-Round,2021,81.4,37.9,21.7,41.0,6,16.3,0,0,Red,6.5,0.27,142.5,16.2,230.7,10.2,0.37,Grapes,-5,canal,Hybrid,290.9,2,Onion,0.4,0.82,0.42,1,4,5,1,0,20976.9,0.446,Medium,normal
Nandurbar,Nashik,Rabi,2021,94.9,30.3,13.1,57.2,7,-9.6,0,2,Red,6.1,0.28,141.8,12.5,186.6,10.1,0.17,Onion,-4,rainfed,BT,269.2,2,Sugarcane,0.33,0.5,0.17,2,7,2,0,0,8326.3,0.316,Medium,normal
Nandurbar,Nashik,Year-Round,2021,76.7,40.6,20.5,43.6,10,9.6,0,0,Red,6.2,0.44,188.3,13.0,269.4,24.9,0.39,Grapes,7,rainfed,Hybrid,249.6,3,Jowar,0.45,0.64,0.19,0,0,0,0,0,16698.8,0.0,Low,normal
Jalgaon,Nashik,Rabi,2021,120.6,31.3,12.6,64.9,3,14.9,0,2,Medium Black,7.1,0.62,234.4,29.2,308.1,28.0,0.62,Onion,-2,sprinkler,Desi,255.3,4,Rice,0.48,0.59,0.11,0,3,7,0,1,15448.4,0.332,Medium,normal
Jalgaon,Nashik,Year-Round,2021,70.4,38.6,19.9,25.8,7,0.5,0,0,Red,6.3,0.42,170.1,11.0,161.1,22.6,0.45,Grapes,7,sprinkler,BT,253.8,0,Jowar,0.3,0.56,0.26,0,6,4,0,0,19415.5,0.144,Low,normal
Pune,Pune,Kharif,2021,1781.2,34.1,13.7,60.9,8,179.4,2,0,Deep Black Cotton,7.6,0.4,183.6,24.6,372.0,31.2,0.36,Soybean,-3,furrow,Hybrid,169.7,2,Cotton,0.27,0.53,0.26,0,5,17,0,1,896.7,0.457,Medium,flood
Pune,Pune,Year-Round,2021,232.7,36.1,21.1,25.8,5,173.7,0,0,Deep Black Cotton,7.2,0.51,212.5,34.2,402.4,20.1,0.64,Sugarcane,-9,drip,HYV,156.3,3,Jowar,0.27,0.52,0.25,1,3,0,0,1,40961.3,0.36,Medium,flood
Pune,Pune,Kharif,2021,1893.6,33.2,14.6,84.8,4,197.0,0,0,Medium Black,6.5,0.62,219.1,17.9,342.8,24.0,0.36,Jowar,3,rainfed,BT,101.4,5,Rice,0.39,0.37,-0.02,3,9,6,0,1,603.7,0.683,High,flood
Satara,Pune,Kharif,2021,2160.3,34.4,15.6,72.5,7,238.9,-2,0,Deep Black Cotton,8.2,0.58,255.3,26.6,375.0,36.9,1.2,Soybean,0,rainfed,Desi,155.8,0,Cotton,0.29,0.5,0.21,3,5,18,0,1,781.4,0.745,High,flood
Satara,Pune,Year-Round,2021,288.4,39.6,18.2,25.5,4,239.2,0,0,Medium Black,7.1,0.36,221.0,18.7,358.5,27.1,0.7,Sugarcane,0,rainfed,Desi,173.5,2,Soybean,0.38,0.42,0.04,1,2,2,0,0,25487.2,0.158,Low,flood
Satara,Pune,Kharif,2021,1659.2,34.2,15.8,53.8,10,160.3,-5,0,Deep Black Cotton,7.7,0.6,241.8,32.7,334.7,30.1,0.68,Jowar,-6,sprinkler,BT,115.4,6,Grapes,0.28,0.39,0.11,2,5,6,0,0,647.5,0.466,Medium,flood
Sangli,Pune,Kharif,2021,1864.9,31.3,16.0,86.9,7,192.5,-3,0,Deep Black Cotton,7.8,0.54,221.2,26.0,324.1,31.2,0.94,Soybean,-1,rainfed,HYV,245.2,2,Tur Dal,0.39,0.54,0.15,2,7,15,0,0,803.9,0.453,Medium,flood
Sangli,Pune,Year-Round,2021,269.7,38.4,19.8,37.5,6,217.3,0,0,Deep Black Cotton,7.3,0.73,245.7,19.4,313.1,35.5,0.5,Sugarcane,7,canal,BT,230.0,3,Cotton,0.44,0.53,0.09,1,7,7,0,1,38481.0,0.45,Medium,flood
Sangli,Pune,Kharif,2021,1807.8,32.9,16.3,64.8,5,183.6,-1,0,Deep Black Cotton,7.1,0.73,260.4,17.8,433.6,34.9,0.35,Jowar,-3,drip,Hybrid,283.3,3,Onion,0.29,0.41,0.12,2,5,2,1,1,765.7,0.617,High,flood
Solapur,Pune,Kharif,2021,1911.7,31.8,14.4,64.4,10,199.9,-1,0,Deep Black Cotton,8.0,0.74,219.9,26.0,441.3,21.2,0.62,Soybean,4,drip,Desi,196.2,3,Jowar,0.31,0.54,0.23,4,8,22,1,0,1120.4,0.84,Critical,flood
Solapur,Pune,Year-Round,2021,230.6,38.9,21.1,52.2,4,171.3,0,0,Deep Black Cotton,7.1,0.78,242.8,25.4,377.5,21.5,0.42,Sugarcane,3,rainfed,BT,97.7,2,Sugarcane,0.39,0.48,0.09,2,6,7,0,0,38375.4,0.352,Medium,flood
Solapur,Pune,Kharif,2021,1739.5,32.5,15.5,75.3,9,172.9,-4,0,Deep Black Cotton,7.0,0.77,254.2,28.7,387.7,24.8,0.91,Jowar,9,canal,BT,111.5,4,Onion,0.32,0.5,0.18,1,1,3,0,0,731.7,0.059,Low,flood
Kolhapur,Pune,Kharif,2021,2031.7,34.2,15.5,59.1,3,218.7,2,0,Medium Black,6.9,0.55,222.5,15.7,441.0,15.2,0.62,Soybean,0,canal,BT,269.4,4,Grapes,0.37,0.35,-0.02,2,0,12,0,0,723.4,0.327,Medium,flood
Kolhapur,Pune,Year-Round,2021,289.5,39.1,21.8,38.8,10,240.6,0,0,Medium Black,7.1,0.42,206.6,20.4,387.9,33.3,0.32,Sugarcane,-4,rainfed,BT,223.7,4,Soybean,0.43,0.46,0.03,2,4,6,0,0,33400.4,0.393,Medium,flood
Kolhapur,Pune,Kharif,2021,1696.3,34.7,14.5,93.4,8,166.1,1,0,Deep Black Cotton,8.4,0.55,196.2,17.8,381.5,32.6,1.0,Jowar,3,rainfed,Hybrid,207.9,5,Soybean,0.35,0.35,0.0,0,7,2,0,0,400.3,0.169,Low,flood
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2021,577.5,36.9,16.3,69.4,10,18.5,2,0,Medium Black,7.2,0.48,209.3,21.0,313.6,17.9,0.35,Soybean,3,rainfed,Hybrid,273.7,3,Sugarcane,0.48,0.53,0.05,0,2,7,1,0,1313.5,0.339,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2021,407.3,36.0,18.6,63.2,4,-16.5,-6,0,Deep Black Cotton,8.2,0.52,231.2,23.6,311.2,35.0,0.46,Cotton,-5,rainfed,BT,97.4,4,Tur Dal,0.39,0.56,0.17,0,8,3,0,1,178.1,0.434,Medium,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2021,546.3,35.1,16.2,68.6,4,12.1,-2,0,Deep Black Cotton,8.3,0.62,268.9,31.1,355.6,23.4,0.57,Tur Dal,2,canal,HYV,290.6,6,Cotton,0.47,0.54,0.07,2,1,1,0,0,981.4,0.215,Low,normal
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2021,408.5,35.3,17.5,64.3,8,-16.2,-3,0,Deep Black Cotton,7.4,0.59,198.1,21.8,320.7,28.6,1.04,Jowar,-8,canal,HYV,99.0,3,Rice,0.39,0.52,0.13,0,8,1,0,0,967.9,0.145,Low,normal
Jalna,Aurangabad,Kharif,2021,529.2,35.9,18.5,71.1,8,8.5,3,0,Medium Black,6.6,0.4,159.8,19.1,443.4,29.0,0.62,Soybean,6,rainfed,Hybrid,118.5,4,Soybean,0.4,0.54,0.14,2,17,4,1,1,1037.9,1.0,Critical,pest_outbreak
Jalna,Aurangabad,Kharif,2021,496.0,35.9,15.2,57.6,6,1.7,-5,0,Deep Black Cotton,7.2,0.46,215.9,21.2,497.3,31.3,0.77,Cotton,5,sprinkler,BT,140.6,4,Sugarcane,0.47,0.81,0.34,0,5,3,0,0,409.4,0.13,Low,normal
Jalna,Aurangabad,Kharif,2021,458.8,34.8,16.4,66.3,5,-5.9,0,0,Medium Black,7.1,0.59,201.8,13.2,259.4,17.4,0.38,Tur Dal,-4,sprinkler,BT,237.4,5,Tur Dal,0.43,0.56,0.13,1,8,6,1,1,1053.8,0.63,High,normal
Jalna,Aurangabad,Kharif,2021,439.4,36.3,16.6,58.8,12,-9.9,1,0,Deep Black Cotton,8.3,0.58,193.0,21.8,460.9,39.1,1.19,Jowar,-1,sprinkler,BT,209.8,0,Grapes,0.33,0.74,0.41,0,11,4,0,1,1054.2,0.354,Medium,normal
Beed,Aurangabad,Kharif,2021,447.4,36.1,17.2,79.6,6,-8.2,-1,0,Medium Black,7.0,0.49,233.5,13.8,376.3,28.5,0.53,Soybean,7,rainfed,Desi,146.9,3,Soybean,0.26,0.72,0.46,1,6,2,0,1,1241.7,0.361,Medium,normal
Beed,Aurangabad,Kharif,2021,440.1,37.0,16.7,50.4,7,-9.7,2,0,Medium Black,7.1,0.47,246.5,26.4,271.5,18.4,0.62,Cotton,0,furrow,BT,141.1,2,Rice,0.49,0.83,0.34,2,3,3,0,0,444.6,0.263,Medium,normal
Beed,Aurangabad,Kharif,2021,531.2,36.8,15.5,47.0,9,9.0,-5,0,Medium Black,6.5,0.67,184.6,13.5,343.2,16.5,0.25,Tur Dal,4,furrow,BT,165.9,3,Cotton,0.33,0.65,0.32,0,1,4,0,0,915.3,0.106,Low,normal
Beed,Aurangabad,Kharif,2021,427.0,37.9,18.5,63.9,6,-12.4,0,0,Medium Black,7.2,0.48,225.8,25.9,409.3,30.2,0.58,Jowar,4,canal,BT,154.0,4,Sugarcane,0.3,0.7,0.4,0,6,7,1,0,1239.7,0.36,Medium,normal
Latur,Aurangabad,Kharif,2021,434.1,37.0,18.7,71.4,4,-10.9,20,0,Deep Black Cotton,7.1,0.58,228.0,28.3,403.3,37.2,0.63,Soybean,-5,furrow,Desi,206.4,1,Sugarcane,0.35,0.82,0.47,1,9,5,1,0,1437.9,0.446,Medium,normal
Latur,Aurangabad,Kharif,2021,544.5,36.3,16.7,70.9,7,11.7,3,0,Medium Black,7.3,0.64,174.5,20.3,365.8,27.6,0.79,Cotton,2,sprinkler,Hybrid,110.8,3,Grapes,0.29,0.73,0.44,1,1,5,0,0,397.6,0.147,Low,normal
Latur,Aurangabad,Kharif,2021,552.1,34.5,15.1,47.6,9,13.3,-3,0,Deep Black Cotton,7.1,0.53,198.5,30.7,443.9,30.0,1.1,Tur Dal,0,sprinkler,BT,82.4,5,Onion,0.34,0.54,0.2,0,18,1,1,1,968.5,0.952,Critical,pest_outbreak
Latur,Aurangabad,Kharif,2021,421.0,36.5,17.7,48.4,2,-13.6,5,0,Medium Black,7.5,0.65,246.4,24.4,376.4,28.9,0.71,Jowar,-7,rainfed,BT,100.1,1,Onion,0.43,0.78,0.35,1,5,2,0,0,1173.9,0.152,Low,normal
Dharashiv,Aurangabad,Kharif,2021,510.9,37.7,16.5,56.9,8,4.8,-3,0,Medium Black,6.6,0.45,183.1,22.2,286.7,26.3,0.59,Soybean,-5,rainfed,Hybrid,134.3,0,Soybean,0.39,0.69,0.3,0,2,0,0,0,1279.2,0.079,Low,normal
Dharashiv,Aurangabad,Kharif,2021,440.4,37.5,17.6,63.0,6,-9.7,2,0,Deep Black Cotton,8.0,0.74,269.8,17.4,485.6,37.3,0.34,Cotton,-1,rainfed,BT,248.5,4,Soybean,0.28,0.82,0.54,1,1,0,0,0,380.9,0.169,Low,normal
Dharashiv,Aurangabad,Kharif,2021,433.6,37.3,16.2,53.7,4,-11.1,1,0,Deep Black Cotton,7.7,0.44,189.9,33.2,391.6,27.2,1.15,Tur Dal,-8,sprinkler,Hybrid,295.1,2,Grapes,0.4,0.8,0.4,0,1,1,0,0,933.7,0.008,Low,normal
Dharashiv,Aurangabad,Kharif,2021,488.2,34.8,18.0,75.0,6,0.1,7,0,Deep Black Cotton,7.8,0.5,241.7,34.9,355.2,25.5,0.93,Jowar,6,drip,Desi,157.4,3,Rice,0.28,0.82,0.54,1,2,2,1,1,1237.7,0.415,Medium,normal
Nanded,Aurangabad,Kharif,2021,421.4,35.4,17.4,80.1,11,-13.6,-1,0,Medium Black,7.3,0.47,155.6,29.6,335.0,32.0,0.24,Soybean,-2,canal,Hybrid,112.2,4,Rice,0.37,0.55,0.18,0,6,3,0,0,1431.2,0.107,Low,normal
Nanded,Aurangabad,Kharif,2021,409.7,37.3,18.7,72.5,8,-16.0,5,0,Medium Black,6.9,0.56,163.3,13.6,341.5,16.7,0.44,Cotton,5,furrow,HYV,112.0,2,Onion,0.45,0.74,0.29,1,5,1,1,0,292.0,0.422,Medium,normal
Nanded,Aurangabad,Kharif,2021,478.2,36.0,15.7,70.1,6,-1.9,-1,0,Deep Black Cotton,8.5,0.46,231.6,20.3,402.1,26.1,1.11,Tur Dal,0,drip,Hybrid,114.0,4,Sugarcane,0.37,0.6,0.23,0,6,6,0,0,973.6,0.132,Low,normal
Nanded,Aurangabad,Kharif,2021,390.7,37.5,17.8,47.9,10,-19.8,-7,0,Medium Black,7.6,0.4,226.7,19.5,317.1,18.5,0.76,Jowar,-3,sprinkler,HYV,261.8,3,Sugarcane,0.39,0.55,0.16,1,4,4,0,1,1189.6,0.291,Medium,normal
Parbhani,Aurangabad,Kharif,2021,525.1,37.5,17.3,53.7,6,7.7,-7,0,Deep Black Cotton,8.0,0.72,253.8,15.7,446.2,34.4,0.39,Soybean,1,canal,HYV,162.6,0,Grapes,0.29,0.66,0.37,0,3,7,1,1,1429.6,0.43,Medium,normal
Parbhani,Aurangabad,Kharif,2021,523.3,34.5,15.4,63.4,7,7.3,-2,0,Medium Black,7.4,0.51,223.8,27.8,408.6,28.8,0.62,Cotton,-1,sprinkler,Hybrid,204.5,2,Rice,0.4,0.56,0.16,2,2,13,0,1,375.9,0.486,Medium,normal
Parbhani,Aurangabad,Kharif,2021,487.0,37.1,15.3,51.5,9,-0.1,7,0,Deep Black Cotton,7.1,0.72,232.4,24.0,322.3,34.8,0.42,Tur Dal,-1,drip,BT,232.4,3,Grapes,0.34,0.67,0.33,0,4,6,0,1,1165.8,0.233,Low,normal
Parbhani,Aurangabad,Kharif,2021,447.4,36.5,18.1,63.0,8,-8.2,-3,0,Deep Black Cotton,8.4,0.54,270.7,20.6,420.9,22.6,1.0,Jowar,0,sprinkler,BT,213.6,3,Jowar,0.41,0.68,0.27,0,16,3,0,0,1056.5,0.277,Medium,normal
Hingoli,Aurangabad,Kharif,2021,427.6,36.0,15.2,74.3,6,-12.3,0,0,Medium Black,7.0,0.59,171.6,29.7,399.8,30.8,0.26,Soybean,3,sprinkler,BT,268.3,4,Rice,0.26,0.55,0.29,0,13,2,1,1,1182.6,0.911,Critical,pest_outbreak
Hingoli,Aurangabad,Kharif,2021,469.0,37.8,15.6,60.5,9,-3.8,-7,0,Deep Black Cotton,7.9,0.74,204.8,15.2,438.3,20.6,0.67,Cotton,-7,sprinkler,HYV,248.1,2,Rice,0.42,0.75,0.33,0,9,5,0,0,365.4,0.256,Medium,normal
Hingoli,Aurangabad,Kharif,2021,551.1,37.0,18.3,62.4,8,13.1,6,0,Medium Black,6.7,0.61,205.9,16.2,276.5,21.0,0.71,Tur Dal,0,rainfed,BT,179.5,2,Jowar,0.45,0.55,0.1,1,5,1,0,0,853.4,0.159,Low,normal
Hingoli,Aurangabad,Kharif,2021,405.4,37.4,17.7,61.7,6,-16.8,0,0,Medium Black,7.7,0.36,218.1,28.3,309.8,31.6,0.74,Jowar,-1,rainfed,Hybrid,235.8,4,Rice,0.45,0.78,0.33,1,4,6,0,1,1174.6,0.372,Medium,normal
Amravati,Amravati,Kharif,2021,498.5,35.4,17.6,77.4,6,-16.9,-6,0,Deep Black Cotton,7.6,0.41,235.7,19.2,347.0,23.2,0.99,Soybean,-3,drip,Desi,103.4,5,Soybean,0.44,0.63,0.19,1,5,6,1,0,1659.5,0.436,Medium,normal
Amravati,Amravati,Kharif,2021,715.2,37.1,16.7,58.9,4,19.2,12,0,Medium Black,6.7,0.63,184.5,25.9,382.7,21.0,0.28,Cotton,2,furrow,Hybrid,158.0,0,Cotton,0.42,0.73,0.31,0,8,2,1,0,503.4,0.315,Medium,normal
Akola,Amravati,Kharif,2021,685.9,36.9,17.6,70.7,8,14.3,-3,0,Medium Black,7.4,0.68,232.0,22.8,283.8,18.5,0.5,Soybean,-5,rainfed,HYV,263.5,1,Grapes,0.37,0.54,0.17,0,11,0,1,0,1114.5,0.445,Medium,normal
Akola,Amravati,Kharif,2021,640.3,38.0,15.1,65.8,5,6.7,-1,0,Deep Black Cotton,8.1,0.76,268.6,25.0,421.4,33.5,1.04,Cotton,-5,furrow,HYV,256.2,3,Jowar,0.37,0.57,0.2,1,5,2,0,0,459.2,0.163,Low,normal
Washim,Amravati,Kharif,2021,482.9,36.5,16.6,70.5,6,-19.5,0,0,Deep Black Cotton,7.6,0.45,203.7,28.5,466.0,39.6,0.42,Soybean,13,sprinkler,HYV,110.5,1,Grapes,0.39,0.66,0.27,0,5,2,0,0,1729.0,0.127,Low,normal
Washim,Amravati,Kharif,2021,580.4,38.0,17.2,58.0,9,-3.3,0,0,Deep Black Cotton,8.3,0.55,265.7,26.3,331.4,36.6,1.12,Cotton,-1,furrow,Hybrid,116.9,6,Grapes,0.49,0.56,0.07,0,5,0,1,1,414.9,0.436,Medium,normal
Buldhana,Amravati,Kharif,2021,631.1,37.8,16.7,65.7,7,5.2,5,0,Medium Black,7.0,0.53,227.2,14.3,444.0,19.8,0.47,Soybean,-4,drip,Desi,166.6,3,Soybean,0.37,0.54,0.17,0,3,4,0,1,1214.9,0.24,Low,normal
Buldhana,Amravati,Kharif,2021,497.8,37.2,15.2,84.7,3,-17.0,0,0,Medium Black,6.9,0.55,224.2,22.1,391.3,33.8,0.71,Cotton,1,sprinkler,BT,141.0,3,Cotton,0.35,0.85,0.5,0,4,7,1,0,423.0,0.336,Medium,normal
Yavatmal,Amravati,Kharif,2021,616.4,38.7,18.0,61.9,7,2.7,5,0,Medium Black,7.2,0.36,220.9,20.9,376.9,15.9,0.29,Soybean,-2,canal,Desi,200.9,4,Soybean,0.33,0.79,0.46,0,6,5,1,0,1627.5,0.353,Medium,normal
Yavatmal,Amravati,Kharif,2021,607.4,35.3,17.6,71.7,13,1.2,3,0,Medium Black,7.7,0.39,229.9,15.1,430.2,27.8,0.31,Cotton,7,furrow,HYV,232.6,2,Sugarcane,0.32,0.64,0.32,1,9,0,1,0,406.9,0.474,Medium,normal
Nagpur,Nagpur,Kharif,2021,743.9,39.5,16.6,74.8,11,-5.5,13,0,Deep Black Cotton,8.1,0.56,182.3,22.4,481.1,30.2,1.19,Soybean,-4,furrow,BT,118.1,4,Grapes,0.27,0.63,0.36,0,1,1,1,0,1026.3,0.173,Low,normal
Nagpur,Nagpur,Kharif,2021,743.6,37.0,16.8,63.9,4,-5.6,-4,0,Deep Black Cotton,7.6,0.7,233.6,23.1,350.3,22.5,0.84,Cotton,2,canal,Desi,243.4,2,Sugarcane,0.4,0.78,0.38,0,7,6,0,0,479.3,0.152,Low,normal
Nagpur,Nagpur,Kharif,2021,641.6,38.1,17.0,83.4,8,-18.5,2,0,Deep Black Cotton,7.3,0.78,259.1,33.4,490.2,21.7,0.69,Rice,13,canal,Desi,105.4,8,Sugarcane,0.37,0.76,0.39,0,7,6,0,0,1944.6,0.203,Low,normal
Wardha,Nagpur,Kharif,2021,836.1,38.8,14.1,56.5,8,6.2,5,0,Red Laterite,6.0,0.54,147.2,20.0,121.3,27.0,0.4,Soybean,8,rainfed,BT,166.4,6,Cotton,0.37,0.63,0.26,0,0,6,1,0,996.9,0.279,Medium,normal
Wardha,Nagpur,Kharif,2021,664.9,36.3,15.0,47.2,4,-15.6,5,0,Alluvial,7.0,0.46,302.7,22.5,265.3,23.6,0.57,Cotton,3,rainfed,Desi,96.6,1,Onion,0.35,0.61,0.26,1,0,1,0,0,474.3,0.126,Low,normal
Wardha,Nagpur,Kharif,2021,708.4,36.4,15.4,63.9,8,-10.0,0,0,Red Laterite,6.3,0.34,147.7,19.4,128.3,27.2,0.41,Rice,-2,rainfed,HYV,118.8,1,Rice,0.44,0.54,0.1,0,1,5,0,0,1784.4,0.0,Low,normal
Chandrapur,Nagpur,Kharif,2021,722.8,37.9,13.3,65.7,6,-8.2,0,0,Deep Black Cotton,7.7,0.41,244.3,28.5,410.4,24.2,0.73,Soybean,7,furrow,BT,155.8,2,Jowar,0.34,0.67,0.33,0,0,2,0,0,1264.4,0.02,Low,normal
Chandrapur,Nagpur,Kharif,2021,850.2,39.4,13.0,56.8,9,8.0,7,0,Alluvial,7.4,0.49,217.8,36.0,267.1,26.6,0.45,Cotton,0,rainfed,Hybrid,104.2,1,Soybean,0.35,0.79,0.44,1,4,6,0,0,379.5,0.194,Low,normal
Chandrapur,Nagpur,Kharif,2021,921.5,37.8,13.5,52.7,7,17.0,-4,0,Alluvial,6.7,0.73,304.7,19.5,216.7,25.5,0.46,Rice,0,sprinkler,Hybrid,163.0,3,Soybean,0.36,0.85,0.49,1,2,2,1,1,2758.9,0.545,High,normal
Gadchiroli,Nagpur,Kharif,2021,823.3,37.0,16.2,51.9,4,4.5,3,0,Red Laterite,6.4,0.6,184.5,11.9,134.5,17.8,0.11,Soybean,10,furrow,Desi,226.1,1,Cotton,0.46,0.82,0.36,4,3,5,1,0,1219.6,0.663,High,normal
Gadchiroli,Nagpur,Kharif,2021,856.4,36.7,13.8,81.6,5,8.7,3,0,Red Laterite,6.8,0.28,170.4,18.5,189.4,12.9,0.14,Cotton,-10,canal,HYV,299.8,2,Soybean,0.29,0.81,0.52,0,7,7,0,0,522.4,0.128,Low,normal
Gadchiroli,Nagpur,Kharif,2021,691.4,37.5,15.0,61.2,11,-12.2,0,0,Deep Black Cotton,7.5,0.6,233.6,33.4,496.3,36.3,0.81,Rice,-1,drip,Hybrid,212.1,3,Tur Dal,0.29,0.75,0.46,1,10,3,0,0,2323.1,0.388,Medium,normal
Gondia,Nagpur,Kharif,2021,742.2,38.8,16.0,53.9,4,-5.8,-4,0,Alluvial,6.8,0.94,313.8,38.9,350.6,25.1,0.25,Soybean,-2,canal,BT,116.7,0,Tur Dal,0.32,0.51,0.19,0,2,1,0,0,1141.0,0.128,Low,normal
Gondia,Nagpur,Kharif,2021,930.3,36.4,14.6,84.7,5,18.1,7,0,Red Laterite,5.6,0.58,145.7,19.7,161.2,14.5,0.39,Cotton,2,rainfed,Hybrid,127.6,3,Grapes,0.26,0.71,0.45,0,6,7,0,0,425.3,0.104,Low,normal
Gondia,Nagpur,Kharif,2021,912.0,36.9,15.8,63.7,16,15.8,-4,0,Deep Black Cotton,7.2,0.69,207.8,16.9,474.9,25.8,0.61,Rice,1,furrow,Desi,211.5,5,Grapes,0.43,0.71,0.28,2,5,4,0,0,2202.5,0.348,Medium,normal
Bhandara,Nagpur,Kharif,2021,878.6,36.4,13.8,46.7,9,11.6,3,0,Deep Black Cotton,8.4,0.43,193.1,20.2,440.7,23.7,0.5,Soybean,7,rainfed,BT,257.7,5,Cotton,0.27,0.7,0.43,0,0,3,1,0,1140.7,0.153,Low,normal
